Location,Sample Name,Date,Ammonia_mgl_Q,Ammonia_mgl,N_mgl_Q,Nitrate_mgl,Perchlorate_ugl_Q,Perchlorate_ugl
LP-BG (SW-11),LP-BG (SW-11),6/11/2008,0.12 J ,0.12,0.083 JB ,0.083,<4.0  ,4
LP-BG (SW-11),LP-BG (SW-11),10/7/2008,<0.20  ,0.2,<0.10  ,0.1,<8.0  ,8
LP-BG (SW-11),LP-BG (SW-11),2/10/2009,<0.20  ,0.2,0.25,0.25,<8.0  ,8
LP-BG (SW-11),LP-BG (SW-11),6/16/2009,<0.20  ,0.2,<0.10  ,0.1,<8.0  ,8
LP-BG (SW-11),LP-BG (SW-11),12/14/2009,<0.20  ,0.2,0.2,0.2,<4.0  ,4
LP-BG (SW-11),LP-BG (SW-11),6/15/2010,0.3,0.3,<0.10  ,0.1,<4.0  ,4
LP-BG (SW-11),LP-BG (SW-11),12/7/2010,0.32,0.32,0.25,0.25,<4.0  ,4
LP-BG (SW-11),LP-BG (SW-11),6/15/2011,<0.20  ,0.2,<0.20  ,0.2,<4.0  ,4
LP-BG (SW-11),LP-BG (SW-11),12/6/2011,<0.20  ,0.2,0.17,0.17,<4.0  ,4
LP-BG (SW-11),LP-BG (SW-11),6/12/2012,<0.20  ,0.2,<0.10  ,0.1,<4.0  ,4
LP-BG (SW-11),LP-BG (SW-11),12/4/2012,<0.20  ,0.2,<0.20  ,0.2,20,20
LP-BG (SW-11),LP-BG (SW-11),6/11/2013,0.12,0.12,<0.10  ,0.1,<0.50 J ,0.5
LP-BG (SW-11),LP-BG (SW-11),12/10/2013,< NS ,,< NS ,,< NS ,
LP-BG (SW-11),LP-BG (SW-11) (B),6/18/2014,<0.25  ,0.25,<0.10  ,0.1,<0.50  ,0.5
LP-BG (SW-11),LP-BG (SW-11) (S),6/18/2014,<0.25  ,0.25,<0.10  ,0.1,<0.50  ,0.5
LP-BG (SW-11),LP-BG (SW-11),12/5/2014,0.11,0.11,0.201,0.201,<0.20  ,0.2
LP-BG (SW-11),LP-BG (SW-11),6/2/2015,<0.050  ,0.05,<0.23  ,0.23,<0.20  ,0.2
LP-BG (SW-11),LP-BG-12082015,12/8/2015,0.045 J ,0.045,0.542,0.542,<0.06  ,0.06
LP-SEF-POND,LP-SEF-POND,9/20/2011,0.67,0.67,0.11,0.11,<4.0  ,4
SW-3,SW-3,1/15/2003,0.2,0.2,0.087,0.087,<5.0  ,5
SW-4,SW-4,1/15/2003,0.11,0.11,0.058,0.058,<7.0  ,7
SW-5,SW-5,1/15/2003,0.16,0.16,0.1,0.1,<5.0  ,5
SW-6,SW-6,1/15/2003,0.2,0.2,0.11,0.11,<5.0  ,5
SW-7,SW-7,1/15/2003,0.2,0.2,0.16,0.16,<7.0  ,7
SW-8,SW-8,1/15/2003,0.15,0.15,0.083,0.083,<0.02  ,0.02
SW-10,SW-10,1/15/2003,0.24,0.24,0.21,0.21,<5.0  ,5
